"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.599740305E0,1.610206723E0,-4.897168159E0,5.496900558E0,7.535976209E0
7.602203920E0,1.530184269E0,-4.935135365E0,5.381235123E0,7.460208872E0
7.604665151E0,1.407093287E0,-4.953965187E0,5.140246391E0,7.276250103E0
7.607128767E0,1.285216331E0,-4.958883286E0,4.870711327E0,7.068672668E0
7.609589997E0,1.185872197E0,-4.988416672E0,4.555240631E0,6.858630400E0
7.612053613E0,1.107373476E0,-5.084566116E0,4.185613632E0,6.678207101E0
7.614514767E0,1.000877619E0,-5.173727989E0,3.804037094E0,6.499224225E0
7.616978382E0,8.915858269E-1,-5.293208122E0,3.430266380E0,6.370220165E0
7.619439613E0,7.519499660E-1,-5.399443626E0,3.087041855E0,6.264921998E0
7.621903228E0,5.859193206E-1,-5.474050999E0,2.762715340E0,6.159637314E0
7.624364459E0,4.076331854E-1,-5.485236645E0,2.479517937E0,6.033406588E0
7.626828074E0,2.275954634E-1,-5.568878174E0,2.293781281E0,6.027075275E0
7.629289305E0,5.742011964E-2,-5.554404736E0,2.179059982E0,5.966825910E0
7.631752921E0,-8.611586690E-2,-5.575446129E0,2.122425079E0,5.966381122E0
7.634214151E0,-2.541553974E-1,-5.560546875E0,2.125530243E0,5.958368512E0
7.636677767E0,-3.401354849E-1,-5.627778053E0,2.193114281E0,6.049572565E0
7.639138940E0,-4.486435652E-1,-5.710736752E0,2.259099007E0,6.157704411E0
7.641602555E0,-5.760769844E-1,-5.760182381E0,2.352363586E0,6.248614262E0
7.644063786E0,-7.198293209E-1,-5.826430798E0,2.455310822E0,6.363489712E0
7.646527401E0,-8.106660247E-1,-5.955001831E0,2.551570892E0,6.529145444E0
7.648988632E0,-9.113495350E-1,-6.061161041E0,2.662226677E0,6.682490705E0
7.651452252E0,-8.402816653E-1,-6.228392601E0,2.832919121E0,6.893792745E0
7.653913483E0,-7.117544413E-1,-6.490853310E0,2.994604111E0,7.183691589E0
7.656377098E0,-4.377697706E-1,-6.788263321E0,3.191835403E0,7.513985263E0
7.658809617E0,-1.281964630E-1,-7.060296059E0,3.385338783E0,7.831011010E0
7.661242176E0,1.518535465E-1,-7.314396381E0,3.617388725E0,8.161430948E0
7.663763102E0,3.544011116E-1,-7.489001274E0,3.889692307E0,8.446327395E0
7.666226718E0,5.111972690E-1,-7.664470673E0,4.161328316E0,8.736251295E0
7.668687949E0,5.687386394E-1,-7.771740437E0,4.421389580E0,8.959469787E0
7.671151564E0,5.060927868E-1,-7.890212059E0,4.686706543E0,9.191125854E0
7.673612795E0,4.078526199E-1,-7.946739197E0,4.926067352E0,9.358586815E0
7.676076410E0,2.749276757E-1,-8.082474709E0,5.053567886E0,9.536274483E0
7.678537641E0,1.357999295E-1,-8.217264175E0,5.069968224E0,9.656420141E0
7.681001256E0,4.794158787E-2,-8.376357079E0,5.021690369E0,9.766423627E0
7.683462487E0,-2.402437478E-2,-8.498806000E0,4.911034584E0,9.815729279E0
7.685926103E0,-3.205270320E-2,-8.614149094E0,4.777036667E0,9.850110218E0
7.688387242E0,3.959424794E-3,-8.702962875E0,4.632046700E0,9.858875956E0
7.690850858E0,8.331964910E-2,-8.812275887E0,4.534093857E0,9.910658685E0
7.693312089E0,1.952174008E-1,-8.835563660E0,4.410887718E0,9.877308615E0
7.695775704E0,3.108789921E-1,-8.907017708E0,4.301848412E0,9.896338209E0
7.698236935E0,4.444224536E-1,-8.879589081E0,4.152338982E0,9.812570131E0
7.700700530E0,6.137887239E-1,-8.948451042E0,3.987966537E0,9.816078125E0
7.703161761E0,7.330146432E-1,-8.904978752E0,3.836921692E0,9.724089938E0
7.705625376E0,8.583487868E-1,-8.957784653E0,3.677193642E0,9.721132732E0
7.708086607E0,8.613278866E-1,-8.922719955E0,3.461409569E0,9.609275380E0
7.710550222E0,8.218798637E-1,-8.878437042E0,3.289773941E0,9.503933049E0
7.713011381E0,7.367470264E-1,-8.798056602E0,3.046997070E0,9.339849426E0
7.715475074E0,6.578864455E-1,-8.809595108E0,2.837935448E0,9.278774604E0
7.717936227E0,5.697748065E-1,-8.720930099E0,2.573680878E0,9.110603624E0
7.720399843E0,4.775132239E-1,-8.696088791E0,2.335428238E0,9.016884395E0
7.722861074E0,3.854800463E-1,-8.588338852E0,2.064779282E0,8.841463260E0
7.725324689E0,3.091569245E-1,-8.510402679E0,1.836995125E0,8.711893185E0
7.727785920E0,2.054526955E-1,-8.377934456E0,1.574826241E0,8.527137518E0
7.730249535E0,1.567586660E-1,-8.282678604E0,1.341392517E0,8.392060058E0
7.732710766E0,7.157787681E-2,-8.099620819E0,1.046772957E0,8.167295417E0
7.735174381E0,6.989265233E-2,-8.007640839E0,8.090553284E-1,8.048712152E0
7.737635535E0,4.311506450E-2,-7.825486183E0,5.254659653E-1,7.843226848E0
7.740099151E0,2.988541126E-2,-7.664222240E0,2.379179001E-1,7.667972393E0
7.742560381E0,-4.274888337E-2,-7.403145790E0,-1.042022705E-1,7.404002510E0
7.745023997E0,-8.481821418E-2,-7.275115013E0,-3.973760605E-1,7.286453206E0
7.747485228E0,-1.144872755E-1,-7.107364178E0,-7.111272812E-1,7.143768956E0
7.749948848E0,-1.547605395E-1,-7.022565842E0,-9.579896927E-1,7.089296585E0
7.752410079E0,-2.185936421E-1,-6.845616341E0,-1.253033161E0,6.962782372E0
7.754873694E0,-2.679224014E-1,-6.760735989E0,-1.514465332E0,6.933465134E0
7.757334925E0,-3.489052951E-1,-6.661005974E0,-1.841296196E0,6.919617559E0
7.759798540E0,-3.477752507E-1,-6.626956940E0,-2.138158798E0,6.972031910E0
7.762259679E0,-3.750895262E-1,-6.509156227E0,-2.489230633E0,6.978973856E0
7.764723371E0,-3.771895170E-1,-6.507455349E0,-2.800114155E0,7.094355949E0
7.767184525E0,-3.667692244E-1,-6.392758369E0,-3.126174450E0,7.125647053E0
7.769648141E0,-3.471269011E-1,-6.388952255E0,-3.378869057E0,7.235742126E0
7.772109371E0,-3.539209962E-1,-6.265342712E0,-3.628610134E0,7.248902736E0
7.774572987E0,-3.457382321E-1,-6.205094814E0,-3.797795296E0,7.283267515E0
7.777034218E0,-3.385003209E-1,-6.055941582E0,-3.995397091E0,7.263071583E0
7.779497833E0,-2.852652371E-1,-6.013643742E0,-4.119349003E0,7.294814838E0
7.781959064E0,-2.080489397E-1,-5.894947052E0,-4.261768818E0,7.277111966E0
7.784422679E0,-1.128111482E-1,-5.859247684E0,-4.365740299E0,7.307749184E0
7.786883925E0,-3.070122004E-2,-5.794727802E0,-4.460984707E0,7.313015618E0
7.789347463E0,7.028701901E-2,-5.814782143E0,-4.540142059E0,7.377636583E0
7.791808694E0,1.472567469E-1,-5.752168655E0,-4.617490768E0,7.377692714E0
7.794272310E0,1.989072859E-1,-5.765184402E0,-4.725661755E0,7.457130435E0
7.796733540E0,2.589075863E-1,-5.668795586E0,-4.867903709E0,7.476547536E0
7.799197161E0,2.935917377E-1,-5.676702023E0,-5.001328468E0,7.571289745E0
7.801658391E0,3.535816669E-1,-5.578321934E0,-5.164370060E0,7.610086314E0
7.804122007E0,4.327457547E-1,-5.520283222E0,-5.308926582E0,7.671081879E0
7.806583238E0,4.877760410E-1,-5.407144547E0,-5.480924129E0,7.714639779E0
7.809046853E0,5.407847166E-1,-5.361082554E0,-5.605596542E0,7.775369242E0
7.811508006E0,5.407660007E-1,-5.255953789E0,-5.758663177E0,7.815348981E0
7.813971698E0,5.806165934E-1,-5.188962936E0,-5.852311134E0,7.842958472E0
7.816432852E0,5.825484991E-1,-5.136813641E0,-5.912363052E0,7.853805065E0
7.818896467E0,5.752555132E-1,-5.087243557E0,-5.913999557E0,7.822170842E0
7.821357698E0,5.822882652E-1,-5.051152229E0,-5.902048111E0,7.790209905E0
7.823821329E0,5.978681445E-1,-5.051968098E0,-5.928607941E0,7.812056073E0
7.826282559E0,5.929013491E-1,-4.955886841E0,-5.914552689E0,7.739139480E0
7.828746175E0,6.626477242E-1,-4.901712418E0,-5.914978027E0,7.710567534E0
7.831207406E0,6.816778183E-1,-4.807596207E0,-5.989115238E0,7.710198913E0
7.833671021E0,8.079503179E-1,-4.756246567E0,-6.036284447E0,7.727314866E0
7.836132242E0,8.799210787E-1,-4.633194447E0,-6.065415382E0,7.683099352E0
7.838595780E0,9.621807337E-1,-4.495717525E0,-6.056337833E0,7.603715920E0
7.841057011E0,9.880955219E-1,-4.349728107E0,-6.072412491E0,7.534630769E0
7.843520626E0,9.341032505E-1,-4.210473061E0,-6.112249374E0,7.480656702E0
7.845981857E0,7.950310111E-1,-4.042449474E0,-6.181263924E0,7.428424850E0
7.848445468E0,6.799570322E-1,-3.942423820E0,-6.226811409E0,7.401231483E0
7.850906698E0,5.629481077E-1,-3.801413774E0,-6.295818329E0,7.375973542E0
7.853370314E0,4.396346211E-1,-3.665482521E0,-6.346256256E0,7.341934975E0
7.855831530E0,3.277387321E-1,-3.533486128E0,-6.439253807E0,7.352341565E0
7.858265245E0,2.719405591E-1,-3.418052197E0,-6.488451004E0,7.338734831E0
7.860698992E0,2.099905610E-1,-3.272102356E0,-6.562550545E0,7.336062944E0
7.863219992E0,1.500985026E-1,-3.137884617E0,-6.601321220E0,7.310697045E0
7.865681146E0,1.312164664E-1,-2.967971802E0,-6.634298325E0,7.269111957E0
7.868144761E0,7.722774148E-2,-2.794900656E0,-6.594150066E0,7.162419207E0
7.870605987E0,2.730780840E-2,-2.605965376E0,-6.524061203E0,7.025323896E0
7.873069602E0,-4.367679358E-2,-2.446250200E0,-6.427670479E0,6.877571918E0
7.875530833E0,-1.876141429E-1,-2.264406681E0,-6.300554276E0,6.697739982E0
7.877994449E0,-3.058596849E-1,-2.158394098E0,-6.183774948E0,6.556774195E0
7.880455679E0,-4.206510186E-1,-2.024592400E0,-6.152630329E0,6.490822878E0
7.882919310E0,-5.683558583E-1,-1.902578115E0,-6.102454185E0,6.417381004E0
7.885380464E0,-6.761837602E-1,-1.768837929E0,-6.121220589E0,6.407445169E0
7.887844156E0,-7.601560950E-1,-1.632219076E0,-6.101155281E0,6.361294850E0
7.890305310E0,-8.220192790E-1,-1.458520412E0,-6.102914810E0,6.328393688E0
7.892768925E0,-8.521861434E-1,-1.299254417E0,-6.083737373E0,6.279024103E0
7.895230175E0,-9.118805528E-1,-1.136777878E0,-6.088420868E0,6.260404041E0
7.897693790E0,-9.777354598E-1,-1.033142567E0,-6.080924034E0,6.245077045E0
7.900155021E0,-1.070352793E0,-9.697546959E-1,-6.124700546E0,6.292697041E0
7.902618636E0,-1.159699559E0,-9.335980415E-1,-6.194972038E0,6.371356757E0
7.905079867E0,-1.243247151E0,-8.891673088E-1,-6.232561111E0,6.417250189E0
7.907543492E0,-1.296199560E0,-8.784298897E-1,-6.277838230E0,6.470164234E0
7.910004722E0,-1.333647490E0,-8.310451508E-1,-6.243547440E0,6.438255688E0
7.912468338E0,-1.381389380E0,-7.752513885E-1,-6.213906288E0,6.412634614E0
7.914929492E0,-1.390731096E0,-7.429318428E-1,-6.186475277E0,6.384242873E0
7.917393107E0,-1.425954700E0,-7.140541077E-1,-6.141028404E0,6.344718271E0
7.919854348E0,-1.346340299E0,-6.808724403E-1,-6.111624241E0,6.295090972E0
7.922317963E0,-1.308050632E0,-6.379866600E-1,-6.016259193E0,6.189781750E0
7.924779194E0,-1.224540710E0,-6.027574539E-1,-5.893676758E0,6.049648108E0
7.927242809E0,-1.130496025E0,-5.652213097E-1,-5.720266342E0,5.858237228E0
7.929704040E0,-9.600346684E-1,-5.379943848E-1,-5.473753929E0,5.583286362E0
7.932167665E0,-7.868263721E-1,-5.422725677E-1,-5.195764065E0,5.282908242E0
7.934628895E0,-5.954717398E-1,-4.902110100E-1,-4.960169792E0,5.019778660E0
7.937092511E0,-4.575653374E-1,-4.580383301E-1,-4.775367737E0,4.819056149E0
7.939553665E0,-2.342780232E-1,-4.120664597E-1,-4.671729088E0,4.695714816E0
7.942017357E0,-6.072145700E-2,-3.685598373E-1,-4.652396202E0,4.667366910E0
7.944478511E0,1.332452297E-1,-2.955474854E-1,-4.634804726E0,4.646129298E0
7.946942126E0,2.877270281E-1,-1.743607521E-1,-4.661476135E0,4.673601210E0
7.949403357E0,4.595654607E-1,-6.080007553E-2,-4.701645374E0,4.724443490E0
7.951866972E0,6.152799726E-1,4.681491852E-2,-4.725293159E0,4.765412524E0
7.954328203E0,7.277830839E-1,1.651673317E-1,-4.758390427E0,4.816557683E0
7.956791838E0,7.924331427E-1,2.855043411E-1,-4.788142681E0,4.861663640E0
7.959253069E0,8.237775564E-1,4.623236656E-1,-4.841810703E0,4.933100802E0
7.961716685E0,8.262330294E-1,6.363654137E-1,-4.959712505E0,5.068172264E0
7.964177838E0,8.185040951E-1,8.326067924E-1,-5.111082077E0,5.242741937E0
7.966641454E0,8.289704323E-1,9.937448502E-1,-5.278485775E0,5.434807529E0
7.969102703E0,8.453036547E-1,1.115259171E0,-5.391384125E0,5.570041658E0
7.971566318E0,9.283080697E-1,1.240033150E0,-5.536481380E0,5.749092464E0
7.974027549E0,9.273710847E-1,1.376863480E0,-5.670998573E0,5.908975799E0
7.976491164E0,9.774236679E-1,1.497676373E0,-5.850182533E0,6.117436327E0
7.978952395E0,1.033264518E0,1.657574177E0,-6.081199169E0,6.387188039E0
7.981416010E0,1.102779031E0,1.799699783E0,-6.373243809E0,6.713663497E0
7.983877241E0,1.139459610E0,1.944284439E0,-6.625591755E0,6.998362400E0
7.986340857E0,1.103447318E0,2.124320984E0,-6.811566830E0,7.219956946E0
7.988802010E0,1.051745296E0,2.304685116E0,-6.895422935E0,7.346060108E0
7.991265703E0,1.022593975E0,2.517698765E0,-6.917709351E0,7.432308401E0
7.993726862E0,9.796687961E-1,2.683322906E0,-6.970334530E0,7.532963310E0
7.996190477E0,9.672949314E-1,2.866104126E0,-6.989548206E0,7.616035483E0
7.998651708E0,9.118994474E-1,3.030228138E0,-7.011888027E0,7.692880922E0
8.001115323E0,8.508119583E-1,3.163062572E0,-7.015679836E0,7.742648732E0
8.003576554E0,7.573398352E-1,3.261847019E0,-6.977588177E0,7.739505563E0
8.006040169E0,6.644265056E-1,3.418207645E0,-6.952301025E0,7.775609020E0
8.008501400E0,5.384817719E-1,3.485014915E0,-6.950152874E0,7.793581754E0
8.010965015E0,4.033954442E-1,3.584965706E0,-6.915544987E0,7.799965991E0
8.013426169E0,2.430381179E-1,3.642241001E0,-6.799220085E0,7.717148489E0
8.015889785E0,1.254781485E-1,3.727551937E0,-6.682549477E0,7.652898517E0
8.018351001E0,1.728230715E-2,3.764933109E0,-6.487069130E0,7.500472378E0
8.020814617E0,-5.084609985E-2,3.781415462E0,-6.263256073E0,7.316424322E0
8.023275848E0,-6.468123198E-2,3.746832848E0,-6.010088921E0,7.082662556E0
8.025739463E0,-2.245336771E-2,3.724196434E0,-5.784525871E0,6.879744384E0
8.028200694E0,1.567077637E-2,3.621667385E0,-5.540763855E0,6.619424772E0
8.030664318E0,1.120826304E-1,3.538118839E0,-5.359447002E0,6.422968131E0
8.033125549E0,1.787535548E-1,3.428326130E0,-5.234311104E0,6.259663379E0
8.035589164E0,2.319356203E-1,3.364417076E0,-5.149668694E0,6.155662763E0
8.038050318E0,2.004046440E-1,3.245188713E0,-5.096898079E0,6.045641557E0
8.040514011E0,1.100658476E-1,3.223001957E0,-5.065877438E0,6.005245234E0
8.042975173E0,-6.850403547E-2,3.189004898E0,-5.015533924E0,5.943906593E0
8.045438789E0,-3.017780185E-1,3.199503899E0,-4.981604576E0,5.928261071E0
8.047900020E0,-5.662553906E-1,3.178381443E0,-4.899044037E0,5.867144641E0
8.050363635E0,-8.017141223E-1,3.181810856E0,-4.840037346E0,5.847446226E0
8.052824866E0,-9.559449553E-1,3.095190525E0,-4.719451904E0,5.724269510E0
8.055288481E0,-1.009079099E0,3.026588440E0,-4.638696671E0,5.629918740E0
8.057721000E0,-9.883028865E-1,2.899865150E0,-4.589316368E0,5.517951179E0
8.060153559E0,-9.953528047E-1,2.816915512E0,-4.601316452E0,5.486151046E0
8.062674481E0,-9.157999158E-1,2.739560604E0,-4.614702225E0,5.444204112E0
8.065138173E0,-8.743668795E-1,2.723766327E0,-4.702404976E0,5.504183227E0
8.067599313E0,-8.492895961E-1,2.720424652E0,-4.707810402E0,5.503224681E0
8.070062929E0,-7.975119352E-1,2.743978024E0,-4.681360722E0,5.484576455E0
8.072524159E0,-6.569181085E-1,2.729660034E0,-4.556277275E0,5.351845281E0
8.074987775E0,-4.885869622E-1,2.726801872E0,-4.382304192E0,5.184472557E0
8.077449006E0,-2.539294958E-1,2.651640892E0,-4.087574482E0,4.878928648E0
8.079912616E0,-2.912169695E-2,2.613656044E0,-3.788928747E0,4.603045409E0
8.082373847E0,2.265152931E-1,2.522408485E0,-3.431280136E0,4.264684879E0
8.084837462E0,3.642996252E-1,2.448988438E0,-3.143467903E0,4.001455865E0
8.087298693E0,5.256273746E-1,2.398007393E0,-2.816244125E0,3.736034605E0
8.089762308E0,6.052237749E-1,2.388367653E0,-2.576847553E0,3.565212361E0
8.092223457E0,6.656733751E-1,2.369407654E0,-2.261199474E0,3.342190410E0
8.094687073E0,6.698110700E-1,2.369327545E0,-1.963582993E0,3.149288500E0
8.097148303E0,6.593939662E-1,2.375848770E0,-1.605990410E0,2.942560616E0
8.099611919E0,5.997646451E-1,2.398608685E0,-1.311913490E0,2.798956637E0
8.102073150E0,5.732606649E-1,2.384616852E0,-9.406099319E-1,2.626741777E0
8.104536751E0,4.959151447E-1,2.365417957E0,-6.118416786E-1,2.493087279E0
8.106997982E0,5.462260246E-1,2.261610985E0,-3.084025383E-1,2.346989400E0
8.109461597E0,6.022050381E-1,2.271462440E0,-6.821870804E-2,2.350924567E0
8.111922828E0,7.362383008E-1,2.184383869E0,1.557435989E-1,2.310375682E0
8.114386443E0,8.889749050E-1,2.138450146E0,2.495379448E-1,2.329273405E0
8.116847592E0,1.093863964E0,2.033971786E0,3.599553108E-1,2.337337679E0
8.119311207E0,1.222632885E0,2.012517929E0,3.891534805E-1,2.386734174E0
8.121772438E0,1.389765859E0,1.964456081E0,4.701409340E-1,2.451850186E0
8.124236054E0,1.458050370E0,1.969375610E0,4.576654434E-1,2.492751258E0
8.126697284E0,1.495376110E0,1.882149696E0,4.167695045E-1,2.439740562E0
8.129160886E0,1.512504816E0,1.835175037E0,2.820129395E-1,2.394800521E0
8.131622117E0,1.490299940E0,1.717693329E0,7.400226593E-2,2.275289129E0
8.134085732E0,1.475344419E0,1.683066368E0,-1.969032288E-1,2.246803159E0
8.136546963E0,1.388291836E0,1.611224174E0,-4.385118484E-1,2.171563999E0
8.139010578E0,1.249084592E0,1.645288467E0,-6.752777100E-1,2.173289314E0
8.141471717E0,1.070746422E0,1.625075340E0,-7.986636162E-1,2.103623382E0
8.143935409E0,8.506460190E-1,1.680318356E0,-8.592214584E-1,2.070103848E0
8.146396563E0,6.192516088E-1,1.624058247E0,-8.407826424E-1,1.930790821E0
8.148860179E0,4.405282140E-1,1.626968861E0,-7.864503860E-1,1.859999191E0
8.151321409E0,3.252817392E-1,1.526710033E0,-6.685109138E-1,1.698104407E0
8.153785020E0,2.909795642E-1,1.470345020E0,-5.466756821E-1,1.595442850E0
8.156246250E0,3.242723644E-1,1.359948635E0,-3.025603294E-1,1.430438957E0
8.158709866E0,2.852130532E-1,1.416557312E0,-6.962633133E-2,1.446661305E0
8.161171097E0,2.766395211E-1,1.422999382E0,2.759122849E-1,1.475664005E0
8.163634712E0,2.244712710E-1,1.555266857E0,6.263103485E-1,1.691598948E0
8.166095866E0,2.166721821E-1,1.608890533E0,1.108322144E0,1.965668730E0
8.168559558E0,1.421042085E-1,1.708091736E0,1.614014626E0,2.354318202E0
8.171020712E0,1.216982007E-1,1.705936909E0,2.222094536E0,2.804056939E0
8.173484327E0,4.435846210E-2,1.765946865E0,2.776755333E0,3.291034212E0
8.175945558E0,-4.672165215E-2,1.708232403E0,3.401583672E0,3.806706231E0
8.178409179E0,-1.290208399E-1,1.765656471E0,3.957793236E0,4.335702532E0
8.180870409E0,-1.910434067E-1,1.694173336E0,4.486513138E0,4.799533416E0
8.183334025E0,-2.855135202E-1,1.776828289E0,4.876918793E0,5.198362593E0
8.185795256E0,-4.053375721E-1,1.703421593E0,5.273480415E0,5.556576226E0
8.188258871E0,-5.292926431E-1,1.711688995E0,5.575820923E0,5.856603869E0
8.190720011E0,-6.051091552E-1,1.609358311E0,5.955573082E0,6.198793592E0
8.193183703E0,-7.236161828E-1,1.578011990E0,6.299417496E0,6.534248465E0
8.195644857E0,-7.403235435E-1,1.415562630E0,6.697009087E0,6.884898490E0
8.198108472E0,-7.190747261E-1,1.283936024E0,7.104831696E0,7.255631854E0
8.200569703E0,-6.188610792E-1,1.098566532E0,7.549362183E0,7.653934075E0
8.203033319E0,-5.262966156E-1,9.979534149E-1,7.874933243E0,7.955342401E0
8.205494549E0,-3.522184193E-1,8.406386375E-1,8.156567574E0,8.207333654E0
8.207958165E0,-2.074153721E-1,7.710556984E-1,8.325958252E0,8.364157390E0
8.210419395E0,-8.368568495E-3,6.156964302E-1,8.564546585E0,8.586653035E0
8.212883011E0,1.270884275E-1,5.127043724E-1,8.811739922E0,8.827557855E0
8.215344165E0,2.521372736E-1,3.642301559E-1,9.158343315E0,9.169050610E0
8.217807857E0,3.095757663E-1,3.358850479E-1,9.492612839E0,9.503596920E0
8.220269011E0,3.935107291E-1,1.974215508E-1,9.815243721E0,9.825112481E0
8.222732626E0,4.371231198E-1,1.740884781E-1,1.007084942E1,1.008183473E1
8.225193857E0,5.210475326E-1,6.964588165E-2,1.027649975E1,1.028993626E1
8.227657467E0,5.702378750E-1,5.476045609E-2,1.032751465E1,1.034339058E1
8.230118698E0,7.141360044E-1,2.936744690E-2,1.030321789E1,1.032797906E1
8.232582314E0,8.517402411E-1,2.598857880E-2,1.019829559E1,1.023383456E1
8.235043544E0,9.766935110E-1,-3.043174744E-2,1.010904121E1,1.015615924E1
8.237507160E0,1.014802933E0,-9.339332581E-3,9.982265472E0,1.003371996E1
8.239968391E0,1.031588078E0,2.935647964E-2,9.849954605E0,9.903870026E0
8.242432006E0,9.831011295E-1,6.433343887E-2,9.717092514E0,9.766909109E0
8.244893160E0,8.949000239E-1,6.794881821E-2,9.608774185E0,9.650596066E0
8.247356775E0,8.109126687E-1,8.442544937E-2,9.484290123E0,9.519268152E0
8.249818006E0,7.797223926E-1,3.017711639E-2,9.347002029E0,9.379516225E0
8.252281616E0,7.438189387E-1,1.310586929E-2,9.180389404E0,9.210482506E0
8.254742847E0,7.106808424E-1,1.379632950E-2,9.049983025E0,9.077854942E0
8.257176562E0,7.005710602E-1,-1.272964478E-2,8.958212852E0,8.985573959E0
8.259610309E0,7.455711365E-1,-1.272964478E-2,8.905262947E0,8.936428063E0
8.262131309E0,7.108844519E-1,-2.578258514E-2,8.928756714E0,8.957048504E0
8.264592534E0,6.918493509E-1,-3.197145462E-2,8.998443604E0,9.025057617E0
8.267056150E0,6.864296794E-1,-5.055522919E-2,9.058235168E0,9.084347302E0
8.269517381E0,7.212442160E-1,-7.579898834E-2,9.139921188E0,9.168647558E0
8.271980919E0,7.028486729E-1,-6.823539734E-2,9.175325394E0,9.202458824E0
8.274442150E0,6.907225847E-1,-8.747911453E-2,9.189962387E0,9.216298550E0
8.276905765E0,6.551333070E-1,-6.832122803E-2,9.146180153E0,9.169867983E0
8.279366996E0,6.481125355E-1,-9.458684921E-2,9.020703316E0,9.044450500E0
8.281830611E0,6.336023211E-1,-1.321554184E-1,8.907907486E0,8.931390302E0
8.284291842E0,7.104089856E-1,-1.843132973E-1,8.775500298E0,8.806137507E0
8.286755458E0,7.814704776E-1,-3.010559082E-1,8.654414177E0,8.694838441E0
8.289216693E0,9.372571111E-1,-3.582291603E-1,8.505011559E0,8.563994432E0
8.291680309E0,1.035856485E0,-4.522776604E-1,8.356108665E0,8.432206459E0
8.294141463E0,1.111474752E0,-4.862647057E-1,8.221662521E0,8.310689749E0
8.296605078E0,1.113888502E0,-5.529055595E-1,8.142754555E0,8.237166011E0
8.299066309E0,1.139536381E0,-5.548901558E-1,8.083127975E0,8.181894898E0
8.301529924E0,1.084503293E0,-6.026849747E-1,8.073817253E0,8.168592388E0
8.303991155E0,1.046277046E0,-7.076678276E-1,8.095311165E0,8.193262614E0
8.306454770E0,1.027535796E0,-8.217968941E-1,8.075632095E0,8.182115477E0
8.308916001E0,9.753690362E-1,-8.945901394E-1,7.992974281E0,8.101806844E0
8.311379616E0,8.964213133E-1,-9.638352394E-1,7.819426537E0,7.929437616E0
8.313840852E0,7.592424154E-1,-9.914822578E-1,7.600788116E0,7.702692134E0
8.316304468E0,6.030219197E-1,-1.068834543E0,7.382291794E0,7.483600393E0
8.318765698E0,4.449310601E-1,-1.158206701E0,7.122572899E0,7.229830642E0
8.321229314E0,3.555597067E-1,-1.335469961E0,6.853569031E0,6.991517087E0
8.323690468E0,3.723660707E-1,-1.541582584E0,6.582524300E0,6.770875830E0
8.326154078E0,4.932464361E-1,-1.795262575E0,6.349275589E0,6.616612446E0
8.328615309E0,5.598429441E-1,-1.991728783E0,6.164057732E0,6.502000875E0
8.331078924E0,5.723600984E-1,-2.126201391E0,6.088101387E0,6.474048728E0
8.333540155E0,4.589980245E-1,-2.149485588E0,6.005646706E0,6.395213822E0
8.336003770E0,2.875547111E-1,-2.165332794E0,6.039038658E0,6.421942209E0
8.338465015E0,4.667849839E-2,-2.148719072E0,6.049571037E0,6.420006407E0
8.340928631E0,-1.387252808E-1,-2.160098553E0,6.047277451E0,6.422992684E0
8.343389861E0,-2.264094502E-1,-2.193350077E0,6.000751495E0,6.393048123E0
8.345853477E0,-2.396128178E-1,-2.230643749E0,5.956754684E0,6.365226800E0
8.348314631E0,-1.944127381E-1,-2.246632099E0,5.864231110E0,6.282862294E0
8.350778241E0,-1.206435412E-1,-2.234909058E0,5.787813187E0,6.205493924E0
8.353239472E0,-1.085029617E-1,-2.200819731E0,5.693112373E0,6.104662880E0
8.355703087E0,-1.196522266E-1,-2.179611921E0,5.601922035E0,6.012200535E0
8.358164318E0,-1.875330359E-1,-2.136358500E0,5.471121788E0,5.876424925E0
8.360627933E0,-2.705802917E-1,-2.128051281E0,5.362960815E0,5.776085583E0
8.363089164E0,-2.773057520E-1,-2.152652740E0,5.251063347E0,5.681943204E0
8.365552779E0,-2.537193298E-1,-2.199261189E0,5.140188217E0,5.596664916E0
8.368014010E0,-1.673815548E-1,-2.310316563E0,5.050115585E0,5.556009956E0
8.370477626E0,-2.204775810E-3,-2.410097361E0,4.997163773E0,5.547992422E0
8.372938779E0,2.635207772E-1,-2.511030912E0,5.045870781E0,5.642298413E0
8.375402400E0,5.364975333E-1,-2.586048126E0,5.139951706E0,5.778804206E0
8.377863631E0,8.378486633E-1,-2.658108711E0,5.319746971E0,6.005600731E0
8.380327246E0,1.136830568E0,-2.765858650E0,5.557968140E0,6.311368129E0
8.382788477E0,1.487751126E0,-2.886456013E0,5.776093483E0,6.626332896E0
8.385252092E0,1.774773240E0,-3.045871735E0,5.991073608E0,6.951267342E0
8.387713323E0,2.046424389E0,-3.241670370E0,6.145271301E0,7.242971692E0
8.390176938E0,2.259912729E0,-3.420423985E0,6.271956444E0,7.492926225E0
8.392638169E0,2.454481602E0,-3.546264887E0,6.363214493E0,7.687065322E0
8.395101785E0,2.582730532E0,-3.691369057E0,6.421005249E0,7.843851791E0
8.397562938E0,2.612262011E0,-3.810284615E0,6.462304115E0,7.943774678E0
8.400026641E0,2.534991503E0,-3.918321848E0,6.491683960E0,7.995085282E0
