"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.787540309E1,-2.628752589E-2,-1.857480288E0,-5.594398499E0,5.894761964E0
1.787786432E1,-1.402692646E-1,-1.922505140E0,-5.431311607E0,5.763232362E0
1.788032794E1,-3.398204446E-1,-1.886314869E0,-5.221955299E0,5.562596414E0
1.788278917E1,-5.057916641E-1,-1.883390188E0,-4.992867947E0,5.360197211E0
1.788525280E1,-6.835643649E-1,-1.869300365E0,-4.791535378E0,5.188482955E0
1.788771395E1,-8.963829875E-1,-1.855268955E0,-4.580450058E0,5.022553941E0
1.789017764E1,-1.077388525E0,-1.803963661E0,-4.392562866E0,4.869256561E0
1.789263880E1,-1.204129815E0,-1.874956608E0,-4.219590664E0,4.771827351E0
1.789510241E1,-1.278226614E0,-1.878041506E0,-4.076890469E0,4.667112498E0
1.789756365E1,-1.282809019E0,-2.008079529E0,-3.980895996E0,4.639559818E0
1.790002727E1,-1.325650811E0,-2.090102673E0,-3.879059792E0,4.601411101E0
1.790248850E1,-1.354338408E0,-2.188122749E0,-3.819099903E0,4.605175106E0
1.790495211E1,-1.410784721E0,-2.210751295E0,-3.809900761E0,4.625265249E0
1.790741334E1,-1.453253865E0,-2.220721245E0,-3.884040356E0,4.704181026E0
1.790987694E1,-1.527157545E0,-2.174558163E0,-4.010291100E0,4.810753379E0
1.791233818E1,-1.555697083E0,-2.112587214E0,-4.168251514E0,4.925194294E0
1.791480179E1,-1.626255035E0,-2.108245611E0,-4.357025623E0,5.106180302E0
1.791726294E1,-1.644945621E0,-2.099260807E0,-4.543018818E0,5.267994117E0
1.791972664E1,-1.638894558E0,-2.042236567E0,-4.731614590E0,5.407853751E0
1.792218779E1,-1.647592306E0,-2.059229851E0,-4.887595177E0,5.553699181E0
1.792465141E1,-1.685295582E0,-1.999919653E0,-5.027252197E0,5.666847843E0
1.792711264E1,-1.690117836E0,-1.966988802E0,-5.166271210E0,5.780648879E0
1.792957626E1,-1.678740144E0,-1.940702200E0,-5.293396950E0,5.882562772E0
1.793203749E1,-1.671585917E0,-1.868788958E0,-5.372258186E0,5.928552072E0
1.793450112E1,-1.674601555E0,-1.793190956E0,-5.480068207E0,6.004246141E0
1.793696235E1,-1.688450575E0,-1.747247696E0,-5.513019562E0,6.024709499E0
1.793942596E1,-1.755859137E0,-1.631289482E0,-5.518620491E0,6.016586973E0
1.794188719E1,-1.849598169E0,-1.554484367E0,-5.487654686E0,5.995981070E0
1.794435081E1,-2.019085646E0,-1.440585613E0,-5.437511444E0,5.976497675E0
1.794681205E1,-2.135644674E0,-1.378830671E0,-5.353423119E0,5.926321902E0
1.794927567E1,-2.311560154E0,-1.329609156E0,-5.208826065E0,5.851755278E0
1.795173682E1,-2.527925491E0,-1.334939480E0,-5.057675362E0,5.809694550E0
1.795420044E1,-2.747719765E0,-1.285386562E0,-4.907414913E0,5.769307034E0
1.795666167E1,-3.002483845E0,-1.309659243E0,-4.699399471E0,5.728391743E0
1.795912528E1,-3.274879217E0,-1.310369492E0,-4.487269402E0,5.707669294E0
1.796158651E1,-3.561901093E0,-1.384736061E0,-4.241169453E0,5.708953641E0
1.796405012E1,-3.830068588E0,-1.400207758E0,-4.010800838E0,5.719836582E0
1.796651135E1,-4.123313427E0,-1.436417818E0,-3.759796619E0,5.762037867E0
1.796897497E1,-4.332507133E0,-1.467543364E0,-3.572945595E0,5.804329574E0
1.797143619E1,-4.541374207E0,-1.498478413E0,-3.390892029E0,5.862394220E0
1.797389981E1,-4.662023544E0,-1.484866619E0,-3.258209229E0,5.878368803E0
1.797636104E1,-4.736993790E0,-1.522661924E0,-3.171351910E0,5.900430699E0
1.797882466E1,-4.819193363E0,-1.535818577E0,-3.121620178E0,5.943725760E0
1.798128581E1,-4.819119453E0,-1.607388973E0,-3.042832375E0,5.921692366E0
1.798374950E1,-4.801228046E0,-1.647058249E0,-3.002631187E0,5.897489777E0
1.798621066E1,-4.794206142E0,-1.691419125E0,-2.992918968E0,5.899396168E0
1.798867427E1,-4.766839504E0,-1.675272465E0,-3.036023617E0,5.894636214E0
1.799113550E1,-4.751042366E0,-1.655660152E0,-3.040361404E0,5.878555228E0
1.799359912E1,-4.703085423E0,-1.544215918E0,-3.065601826E0,5.822502026E0
1.799606034E1,-4.592249870E0,-1.484997034E0,-3.096648693E0,5.734388214E0
1.799852395E1,-4.457652092E0,-1.466086149E0,-3.116089821E0,5.632946524E0
1.800098518E1,-4.321997166E0,-1.463902473E0,-3.101207256E0,5.517259863E0
1.800344880E1,-4.208438396E0,-1.416514635E0,-3.086778641E0,5.407926574E0
1.800591003E1,-4.118417740E0,-1.423206329E0,-3.069924831E0,5.330226956E0
1.800837365E1,-4.073050022E0,-1.361872911E0,-3.060923100E0,5.273868081E0
1.801083480E1,-4.066759586E0,-1.308799028E0,-3.003980160E0,5.222584153E0
1.801329850E1,-4.112871647E0,-1.177152872E0,-2.932579517E0,5.186658336E0
1.801575965E1,-4.226416111E0,-1.107144833E0,-2.824563980E0,5.202549808E0
1.801822327E1,-4.283818245E0,-9.420537949E-1,-2.719854832E0,5.161024551E0
1.802068450E1,-4.353037357E0,-8.514139652E-1,-2.592630386E0,5.137662143E0
1.802314811E1,-4.454977036E0,-7.224595547E-1,-2.461789131E0,5.140931231E0
1.802560934E1,-4.500887871E0,-6.592187881E-1,-2.281415462E0,5.088950535E0
1.802807296E1,-4.569732189E0,-6.126208305E-1,-2.116606236E0,5.073241421E0
1.803053419E1,-4.573044777E0,-5.725643635E-1,-1.941026211E0,5.000815057E0
1.803299780E1,-4.659623623E0,-5.001323223E-1,-1.826384544E0,5.029702292E0
1.803545903E1,-4.715143204E0,-4.438753128E-1,-1.763135433E0,5.053538095E0
1.803792265E1,-4.754124641E0,-3.665084839E-1,-1.758079529E0,5.082014680E0
1.804038388E1,-4.747399330E0,-3.302240372E-1,-1.732018471E0,5.064260686E0
1.804284749E1,-4.784013271E0,-2.835972309E-1,-1.798674107E0,5.118831792E0
1.804530865E1,-4.811998367E0,-3.155877590E-1,-1.870160580E0,5.172274598E0
1.804777226E1,-4.909714222E0,-3.228454590E-1,-1.956978321E0,5.295213601E0
1.805023349E1,-4.980859280E0,-4.041655064E-1,-2.035415173E0,5.395852467E0
1.805269711E1,-5.168951511E0,-4.395239353E-1,-2.109349728E0,5.600053329E0
1.805515834E1,-5.296644211E0,-5.439844131E-1,-2.169183731E0,5.749410143E0
1.805759204E1,-5.323617935E0,-5.938870907E-1,-2.146740913E0,5.770797722E0
1.806002578E1,-5.512618065E0,-6.418871880E-1,-2.098741055E0,5.933438388E0
1.806254679E1,-5.544178486E0,-6.499876976E-1,-2.034818172E0,5.941454711E0
1.806500802E1,-5.546488762E0,-6.865508556E-1,-1.980594635E0,5.929388229E0
1.806747163E1,-5.590138912E0,-6.928019524E-1,-1.874119759E0,5.936493281E0
1.806993279E1,-5.527743340E0,-8.018794060E-1,-1.719174862E0,5.844186788E0
1.807239646E1,-5.516358852E0,-8.543999195E-1,-1.520956516E0,5.785630729E0
1.807485762E1,-5.436874866E0,-1.006965160E0,-1.265033722E0,5.672203934E0
1.807732123E1,-5.351102829E0,-1.080662012E0,-1.013479233E0,5.552411370E0
1.807978246E1,-5.273366928E0,-1.191761613E0,-7.756023407E-1,5.461707928E0
1.808224608E1,-5.239938736E0,-1.206489921E0,-5.597419739E-1,5.406097202E0
1.808470731E1,-5.152987003E0,-1.266219497E0,-2.893953323E-1,5.314163766E0
1.808717093E1,-5.149991989E0,-1.224615335E0,-6.418228149E-2,5.293979559E0
1.808963216E1,-5.139510155E0,-1.244284511E0,2.209444046E-1,5.292600968E0
1.809209578E1,-5.162162781E0,-1.219571352E0,4.348182678E-1,5.322062174E0
1.809455701E1,-5.167622566E0,-1.220976114E0,5.979127884E-1,5.343463798E0
1.809702063E1,-5.201680660E0,-1.159463763E0,6.450300217E-1,5.368230774E0
1.809948186E1,-5.231702805E0,-1.184939265E0,6.401672363E-1,5.402278166E0
1.810194547E1,-5.309326172E0,-1.181697249E0,5.668096542E-1,5.468695089E0
1.810440670E1,-5.328575134E0,-1.226072550E0,4.998931885E-1,5.490615636E0
1.810687024E1,-5.413341522E0,-1.270688891E0,4.210834503E-1,5.576399194E0
1.810933149E1,-5.491511345E0,-1.355805397E0,3.252305984E-1,5.665746206E0
1.811179510E1,-5.542972565E0,-1.383577943E0,2.321367264E-1,5.717754825E0
1.811425633E1,-5.543216228E0,-1.419331312E0,1.693334579E-1,5.724545515E0
1.811671995E1,-5.532012939E0,-1.389903545E0,1.227445602E-1,5.705266449E0
1.811918118E1,-5.445322037E0,-1.433263898E0,6.299781799E-2,5.631140756E0
1.812164480E1,-5.361546516E0,-1.422641516E0,-2.840423584E-2,5.547152128E0
1.812410603E1,-5.212779999E0,-1.436176181E0,-1.000566483E-1,5.407928316E0
1.812656965E1,-5.038891792E0,-1.414420605E0,-1.966066360E-1,5.237334275E0
1.812903088E1,-4.817344666E0,-1.476401567E0,-2.852897644E-1,5.046579184E0
1.813149449E1,-4.564130783E0,-1.526046515E0,-3.495626450E-1,4.825173760E0
1.813395572E1,-4.343909264E0,-1.628382802E0,-4.354085922E-1,4.659480538E0
1.813641933E1,-4.150320053E0,-1.678857803E0,-5.731706619E-1,4.513562304E0
1.813888049E1,-4.015881538E0,-1.770215750E0,-6.499662399E-1,4.436600550E0
1.814134410E1,-3.962241888E0,-1.802057624E0,-6.955947876E-1,4.408018213E0
1.814380533E1,-3.952597141E0,-1.856235981E0,-6.123456955E-1,4.409490155E0
1.814626895E1,-3.959601879E0,-1.852880716E0,-4.700956345E-1,4.396885704E0
1.814873018E1,-3.976488352E0,-1.922550440E0,-2.610158920E-1,4.424566544E0
1.815119380E1,-3.959694386E0,-1.986288667E0,-5.440902710E-2,4.430291484E0
1.815365503E1,-3.913118839E0,-2.000525951E0,1.474275589E-1,4.397310316E0
1.815611864E1,-3.833223820E0,-1.998058200E0,3.294954300E-1,4.335251857E0
1.815857988E1,-3.780657768E0,-1.978078127E0,5.392284393E-1,4.300806151E0
1.816104350E1,-3.770811558E0,-1.885268927E0,7.900629044E-1,4.289225819E0
1.816350465E1,-3.786681175E0,-1.831613660E0,1.066943169E0,4.339600287E0
1.816596834E1,-3.883431435E0,-1.709565639E0,1.378731728E0,4.461452181E0
1.816842950E1,-3.949760914E0,-1.635888815E0,1.694719315E0,4.598784301E0
1.817089313E1,-4.009053230E0,-1.556411386E0,1.993739128E0,4.740244710E0
1.817335436E1,-4.028937817E0,-1.553581595E0,2.342730522E0,4.912671575E0
1.817581798E1,-4.017764091E0,-1.483927965E0,2.622513771E0,5.022155810E0
1.817827921E1,-3.968561411E0,-1.476686120E0,2.914342880E0,5.140377028E0
1.818074282E1,-3.920439243E0,-1.418560028E0,3.153361320E0,5.227412747E0
1.818320406E1,-3.860898495E0,-1.378682375E0,3.385189056E0,5.316653762E0
1.818566767E1,-3.851301193E0,-1.320688248E0,3.552968025E0,5.403732054E0
1.818812891E1,-3.796114206E0,-1.265900493E0,3.674859047E0,5.433008019E0
1.819059252E1,-3.762509584E0,-1.192377925E0,3.738663673E0,5.436529182E0
1.819305375E1,-3.669365883E0,-1.147771358E0,3.795614243E0,5.402620897E0
1.819551736E1,-3.614296436E0,-1.080592871E0,3.773974419E0,5.336075580E0
1.819797852E1,-3.480172634E0,-1.095952988E0,3.697871208E0,5.194898073E0
1.820044221E1,-3.353904247E0,-1.065294504E0,3.526637077E0,4.982037250E0
1.820290336E1,-3.174530268E0,-1.091504812E0,3.323467255E0,4.723818346E0
1.820536698E1,-2.987602234E0,-1.133503675E0,3.110454559E0,4.459318923E0
1.820782821E1,-2.826724291E0,-1.232009172E0,2.847365379E0,4.197106911E0
1.821029182E1,-2.682141542E0,-1.301743269E0,2.631248474E0,3.976416392E0
1.821275306E1,-2.529985905E0,-1.394484758E0,2.437056541E0,3.779505392E0
1.821521667E1,-2.411900997E0,-1.469157934E0,2.292695045E0,3.637601136E0
1.821767789E1,-2.339519501E0,-1.594131112E0,2.247333527E0,3.614569612E0
1.822014151E1,-2.276030540E0,-1.600650787E0,2.295367241E0,3.607091451E0
1.822260274E1,-2.222029209E0,-1.670599341E0,2.383026123E0,3.661574725E0
1.822506635E1,-2.122264385E0,-1.668836355E0,2.523662567E0,3.695658758E0
1.822752751E1,-1.969151378E0,-1.672156692E0,2.724268913E0,3.754371620E0
1.822999112E1,-1.785625935E0,-1.626326203E0,2.938452721E0,3.803669451E0
1.823245235E1,-1.580287814E0,-1.601285696E0,3.196074486E0,3.908493006E0
1.823491597E1,-1.343156457E0,-1.545008659E0,3.408646584E0,3.976178134E0
1.823737720E1,-1.081549406E0,-1.511581898E0,3.641223907E0,4.088170801E0
1.823984081E1,-8.314055204E-1,-1.410765409E0,3.820454597E0,4.156605287E0
1.824230204E1,-5.964270830E-1,-1.362617493E0,4.043151855E0,4.308077138E0
1.824476566E1,-4.258215427E-1,-1.265001416E0,4.278027534E0,4.481414080E0
1.824722689E1,-3.119956255E-1,-1.162418485E0,4.519680023E0,4.677185641E0
1.824969050E1,-2.459943295E-1,-1.040743113E0,4.774469376E0,4.892771940E0
1.825215173E1,-1.862481833E-1,-9.584878683E-1,5.016329765E0,5.110474703E0
1.825461535E1,-7.960438728E-2,-8.531768918E-1,5.255887032E0,5.325278974E0
1.825704787E1,1.774537563E-2,-7.402039766E-1,5.453097343E0,5.503134331E0
1.825948043E1,8.074533939E-2,-6.491539478E-1,5.639997482E0,5.677806994E0
1.826200135E1,1.973326206E-1,-6.054255962E-1,5.744812965E0,5.779996222E0
1.826446497E1,2.553148270E-1,-5.059522390E-1,5.810770035E0,5.838340665E0
1.826692621E1,2.998635769E-1,-4.552797079E-1,5.853647232E0,5.878978117E0
1.826938982E1,2.987963557E-1,-3.727691174E-1,5.840950966E0,5.860455977E0
1.827185106E1,2.983362079E-1,-3.292100430E-1,5.799687386E0,5.816679252E0
1.827431467E1,3.158049583E-1,-2.638818026E-1,5.785251617E0,5.799870917E0
1.827677590E1,3.153271675E-1,-1.983399391E-1,5.735147476E0,5.747232945E0
1.827923950E1,3.093528748E-1,-1.588963270E-1,5.688740730E0,5.699361222E0
1.828170073E1,3.658359051E-1,-1.892005205E-1,5.643580437E0,5.658589302E0
1.828416435E1,3.896858692E-1,-2.078400850E-1,5.631259918E0,5.648552102E0
1.828662558E1,4.540668726E-1,-2.432105541E-1,5.614137650E0,5.637718479E0
1.828908919E1,5.578553677E-1,-2.929571867E-1,5.560637474E0,5.596223337E0
1.829155033E1,7.341285348E-1,-4.002213478E-1,5.541528702E0,5.604253937E0
1.829401395E1,8.985440135E-1,-4.873164892E-1,5.521935463E0,5.615748388E0
1.829647518E1,1.064595222E0,-5.944645405E-1,5.552736282E0,5.685035734E0
1.829893880E1,1.267457008E0,-6.540303826E-1,5.600077629E0,5.778846984E0
1.830140003E1,1.336506367E0,-6.972513199E-1,5.690711975E0,5.886986619E0
1.830386364E1,1.435294032E0,-6.544901729E-1,5.795014381E0,6.005881952E0
1.830632488E1,1.474346519E0,-6.087173820E-1,5.931864738E0,6.142577129E0
1.830878849E1,1.556890845E0,-4.980838895E-1,6.053158760E0,6.269986255E0
1.831124972E1,1.610966921E0,-3.905272484E-1,6.222886086E0,6.439878662E0
1.831371334E1,1.693616390E0,-2.608580589E-1,6.392517090E0,6.618206566E0
1.831617456E1,1.807722211E0,-1.284203529E-1,6.603223801E0,6.847402131E0
1.831863818E1,1.920654774E0,3.503823280E-2,6.758234024E0,7.025942610E0
1.832109933E1,2.077673435E0,1.763238907E-1,6.983059883E0,7.287725458E0
1.832356302E1,2.269274950E0,3.439362049E-1,7.134419441E0,7.494520777E0
1.832602418E1,2.479350090E0,4.940955639E-1,7.237307549E0,7.666154698E0
1.832848780E1,2.756456137E0,6.321579218E-1,7.324357033E0,7.851361666E0
1.833094903E1,2.960450172E0,7.162379026E-1,7.379242897E0,7.983137710E0
1.833341265E1,3.155771971E0,8.016963005E-1,7.415082932E0,8.098460877E0
1.833587388E1,3.279608250E0,8.227394819E-1,7.447912216E0,8.179494294E0
1.833833749E1,3.383619547E0,8.272038698E-1,7.491395950E0,8.261607638E0
1.834079872E1,3.361507416E0,7.981535196E-1,7.551222801E0,8.304080138E0
1.834326234E1,3.332061768E0,7.047325373E-1,7.669651985E0,8.391832049E0
1.834572357E1,3.214017391E0,6.398808956E-1,7.738480568E0,8.403775155E0
1.834818718E1,3.089229107E0,5.473158360E-1,7.805791855E0,8.412685515E0
1.835064834E1,2.920262337E0,5.634871721E-1,7.853625298E0,8.397909277E0
1.835311195E1,2.794517517E0,5.256036520E-1,7.905927658E0,8.401742646E0
1.835557318E1,2.632525682E0,5.377337933E-1,7.963819504E0,8.404865864E0
1.835803680E1,2.565466404E0,5.278216600E-1,8.013208389E0,8.430404632E0
1.836049803E1,2.499657154E0,5.059112310E-1,8.044098854E0,8.438705969E0
1.836296164E1,2.569524765E0,5.148832798E-1,8.099669456E0,8.513061001E0
1.836542285E1,2.604640007E0,5.190683603E-1,8.080452919E0,8.505721657E0
1.836788646E1,2.788429260E0,4.838234186E-1,8.079076767E0,8.560426639E0
1.837034769E1,2.890513897E0,4.548751116E-1,8.059840202E0,8.574555734E0
1.837281131E1,3.011472702E0,4.594743252E-1,8.048228264E0,8.605467023E0
1.837527254E1,3.136433840E0,4.305322170E-1,8.031073570E0,8.632538324E0
1.837773616E1,3.347068310E0,4.028365612E-1,8.010190010E0,8.690701212E0
1.838019731E1,3.500866652E0,3.940035105E-1,7.951908112E0,8.697364468E0
1.838266100E1,3.816050768E0,3.323112726E-1,7.902674675E0,8.782080691E0
1.838512216E1,4.094764709E0,2.695109844E-1,7.807448387E0,8.820203201E0
1.838758577E1,4.417593956E0,2.245185375E-1,7.679631233E0,8.862408296E0
1.839004701E1,4.699063301E0,2.028367519E-1,7.521348953E0,8.870909127E0
1.839251062E1,5.005635262E0,1.900745630E-1,7.336036682E0,8.883127091E0
1.839497185E1,5.281677246E0,2.211854458E-1,7.091582298E0,8.845087734E0
1.839743547E1,5.589936733E0,2.322425842E-1,6.818552971E0,8.820090358E0
1.839989670E1,5.870453835E0,2.493859529E-1,6.500049591E0,8.762138224E0
1.840236031E1,6.242687225E0,3.618468046E-1,6.160256386E0,8.777860539E0
1.840482154E1,6.550692558E0,4.369260073E-1,5.733614922E0,8.716468172E0
1.840728516E1,6.723638535E0,2.692120075E-1,5.849544525E0,8.916106852E0
1.840974639E1,6.760348320E0,1.974027157E-1,5.718804359E0,8.856974683E0
1.841221000E1,6.743427277E0,1.574372053E-1,5.526338577E0,8.720035320E0
1.841496564E1,6.770271301E0,5.304014683E-2,5.390970230E0,8.654591081E0
1.841772105E1,6.698270798E0,8.040189743E-3,5.267069817E0,8.521086831E0
1.842047646E1,6.660321236E0,-4.295980930E-2,5.149020195E0,8.418677656E0
1.842323186E1,6.662271500E0,-1.310098171E-1,5.051070213E0,8.361598855E0
1.842598727E1,6.722270966E0,-2.009098530E-1,4.979070663E0,8.367821483E0
1.842874268E1,6.796220779E0,-2.390098572E-1,4.967070580E0,8.421254820E0
1.843149808E1,6.913221359E0,-2.960098982E-1,4.996020317E0,8.534662877E0
1.843190931E1,7.023468971E0,-3.263612986E-1,5.032090187E0,8.646245413E0
1.843437054E1,7.131330490E0,-3.518103361E-1,5.086098671E0,8.766301658E0
1.843683416E1,7.226705551E0,-3.831132650E-1,5.155378342E0,8.885379831E0
1.843929531E1,7.269630909E0,-4.205424786E-1,5.260253906E0,8.983020688E0
1.844175900E1,7.354441643E0,-4.731706381E-1,5.293663025E0,9.073839901E0
1.844422016E1,7.425415039E0,-5.306512117E-1,5.304613113E0,9.140968192E0
1.844668377E1,7.520307064E0,-6.494195461E-1,5.310320854E0,9.229099179E0
1.844914500E1,7.555274963E0,-7.246546745E-1,5.347186089E0,9.284379529E0
1.845160862E1,7.575393200E0,-8.070454597E-1,5.356020927E0,9.312618573E0
1.845406985E1,7.442283154E0,-8.823203444E-1,5.327881813E0,9.195237482E0
1.845653346E1,7.371294022E0,-9.230849743E-1,5.268951416E0,9.107684143E0
1.845899469E1,7.275995731E0,-9.531059265E-1,5.145755768E0,8.962551378E0
1.846148639E1,7.291795731E0,-1.047230124E0,5.010937691E0,8.909347476E0
1.846391954E1,7.331937313E0,-1.101243377E0,4.868529320E0,8.869758704E0
1.846638316E1,7.462236881E0,-1.170021772E0,4.703790665E0,8.898290669E0
1.846884440E1,7.549817085E0,-1.247877002E0,4.559091568E0,8.907426730E0
1.847130801E1,7.762998581E0,-1.331532240E0,4.454662323E0,9.048819895E0
1.847376916E1,7.927402496E0,-1.404370666E0,4.496946335E0,9.221631832E0
1.847623286E1,8.083210945E0,-1.464754581E0,4.692873955E0,9.460807107E0
1.847869400E1,8.105360985E0,-1.475601554E0,4.944438934E0,9.608420943E0
1.848115762E1,8.114813805E0,-1.458189249E0,5.236721992E0,9.767280901E0
1.848361885E1,8.070709229E0,-1.373231173E0,5.580465317E0,9.907759810E0
1.848608246E1,8.089362144E0,-1.294369817E0,5.807727814E0,1.004205534E1
1.848854369E1,8.181359291E0,-1.413413048E0,5.655569077E0,1.004578707E1
1.849100732E1,8.338080406E0,-1.652863026E0,5.530167580E0,1.014092178E1
1.849346856E1,8.479661942E0,-1.800627708E0,5.365698814E0,1.019498164E1
1.849593217E1,8.714190483E0,-1.864405990E0,5.300640106E0,1.036869862E1
1.849839340E1,8.930644989E0,-1.921100497E0,5.244119644E0,1.053317796E1
1.850085702E1,9.095149994E0,-1.963713884E0,5.148845673E0,1.063430945E1
1.850331825E1,9.197446823E0,-1.966510296E0,5.004166603E0,1.065372584E1
1.850578187E1,9.333927155E0,-1.995911479E0,4.870455742E0,1.071574533E1
1.850824302E1,9.364767075E0,-1.942574501E0,4.756707191E0,1.068170030E1
1.851070664E1,9.394444466E0,-1.967888951E0,4.657194138E0,1.066853462E1
1.851316787E1,9.352894783E0,-1.947618246E0,4.540305138E0,1.057753414E1
1.851563146E1,9.338284492E0,-1.934725761E0,4.437403679E0,1.051842538E1
1.851809269E1,9.241313934E0,-1.911204338E0,4.289436340E0,1.036599486E1
1.852055630E1,9.155748367E0,-1.930066586E0,4.078938484E0,1.020738088E1
1.852301754E1,9.014648438E0,-1.888307333E0,3.834608078E0,9.976663277E0
1.852548115E1,8.902795792E0,-1.922807217E0,3.580341339E0,9.786511360E0
1.852794238E1,8.730917931E0,-1.843655825E0,3.278464317E0,9.506646254E0
1.853040600E1,8.546352386E0,-1.791618109E0,2.958478928E0,9.219687203E0
1.853286715E1,8.366641998E0,-1.700184464E0,2.593615532E0,8.922901270E0
1.853533077E1,8.172892570E0,-1.712676525E0,2.198421478E0,8.634957489E0
1.853779200E1,7.966439247E0,-1.618246317E0,1.739864349E0,8.313242651E0
1.854025560E1,7.754680634E0,-1.644786119E0,1.306015015E0,8.034056779E0
1.854271683E1,7.563727856E0,-1.589513183E0,8.611602783E-1,7.776768497E0
1.854518045E1,7.309362411E0,-1.675141573E0,4.612693787E-1,7.513031851E0
1.854764168E1,7.062239170E0,-1.615167141E0,7.764053345E-2,7.244999313E0
1.855010530E1,6.765748024E0,-1.647127390E0,-2.264547348E-1,6.967040743E0
1.855256651E1,6.378814697E0,-1.583982944E0,-5.670795441E-1,6.596958248E0
1.855503013E1,6.167421818E0,-1.612618446E0,-8.349075317E-1,6.429206850E0
1.855749136E1,6.017934799E0,-1.571963310E0,-1.080289841E0,6.312973470E0
1.855995497E1,5.889042854E0,-1.593231916E0,-1.274221897E0,6.232403639E0
1.856241620E1,5.835942745E0,-1.607181907E0,-1.504171848E0,6.237290626E0
1.856487983E1,5.756299019E0,-1.690106988E0,-1.680284977E0,6.230152296E0
1.856734098E1,5.680735111E0,-1.711480737E0,-1.880133629E0,6.223730407E0
1.856980460E1,5.553462029E0,-1.730372190E0,-2.013041973E0,6.155279555E0
1.857226583E1,5.453547478E0,-1.670636535E0,-2.135659695E0,6.090422716E0
1.857472944E1,5.384562016E0,-1.671707988E0,-2.251235485E0,6.070928834E0
1.857719069E1,5.317380905E0,-1.650463581E0,-2.382183075E0,6.055853856E0
1.857965431E1,5.256708145E0,-1.696901679E0,-2.466095448E0,6.049304306E0
1.858211554E1,5.223079205E0,-1.648028612E0,-2.551693916E0,6.042159922E0
1.858457916E1,5.133487225E0,-1.647557735E0,-2.613626480E0,5.991509072E0
1.858704039E1,5.079027176E0,-1.615869880E0,-2.690832138E0,5.970605507E0
1.858950401E1,5.001258850E0,-1.614536881E0,-2.735993862E0,5.924945725E0
1.859196524E1,4.957545280E0,-1.571158290E0,-2.773122787E0,5.893725780E0
1.859442886E1,4.913992882E0,-1.558146119E0,-2.771497726E0,5.852892022E0
1.859689001E1,4.896396637E0,-1.502737522E0,-2.793553352E0,5.834111794E0
1.859935364E1,4.935231209E0,-1.475096822E0,-2.770424366E0,5.848732246E0
1.860181487E1,4.995932102E0,-1.436691403E0,-2.728531361E0,5.870971227E0
1.860427848E1,5.086483479E0,-1.493799448E0,-2.632437229E0,5.918908407E0
1.860673971E1,5.209110737E0,-1.522317767E0,-2.523005009E0,5.984800776E0
1.860920333E1,5.377356529E0,-1.604873300E0,-2.433531761E0,6.116670531E0
1.861166456E1,5.564867020E0,-1.649902105E0,-2.387734413E0,6.276240716E0
1.861412817E1,5.716253757E0,-1.721910238E0,-2.315933704E0,6.403442887E0
1.861658941E1,5.880519867E0,-1.749370933E0,-2.244914055E0,6.533027757E0
1.861905302E1,5.978075027E0,-1.794086456E0,-2.181991577E0,6.611899462E0
1.862151425E1,6.023009300E0,-1.785091758E0,-2.154643536E0,6.641210912E0
1.862397788E1,6.013178825E0,-1.765590429E0,-2.133596420E0,6.620261538E0
1.862643904E1,5.964787960E0,-1.700554967E0,-2.087421894E0,6.544303841E0
1.862890265E1,5.913227558E0,-1.701390624E0,-2.037903786E0,6.481823976E0
1.863136388E1,5.813242912E0,-1.651240110E0,-1.967628956E0,6.355466212E0
1.863382750E1,5.718820572E0,-1.636052251E0,-1.916253090E0,6.249288088E0
1.863628874E1,5.609654427E0,-1.621901274E0,-1.890757084E0,6.137894499E0
1.863875235E1,5.476389885E0,-1.652355433E0,-1.879943371E0,6.021238388E0
1.864121358E1,5.366363525E0,-1.645293713E0,-1.915961742E0,5.930915468E0
1.864367720E1,5.297122955E0,-1.737589121E0,-1.947588444E0,5.905237362E0
1.864613843E1,5.285539627E0,-1.797690272E0,-2.022242546E0,5.937851832E0
1.864860204E1,5.326670647E0,-1.942391396E0,-2.076936245E0,6.038209062E0
1.865106327E1,5.360880852E0,-2.016165495E0,-2.127545357E0,6.109862196E0
1.865352689E1,5.390608311E0,-2.113964796E0,-2.161406994E0,6.180548949E0
1.865598802E1,5.388989925E0,-2.118593454E0,-2.170906544E0,6.184050927E0
1.865842173E1,5.331686497E0,-2.136544228E0,-2.168426037E0,6.139525520E0
1.866085548E1,5.310686111E0,-2.105494022E0,-2.170376301E0,6.111221264E0
1.866337648E1,5.221835136E0,-2.030805349E0,-2.174746513E0,6.010096085E0
1.866583771E1,5.103458881E0,-1.978678823E0,-2.135854244E0,5.875571103E0
1.866830132E1,4.989406109E0,-1.931547761E0,-2.076111794E0,5.738927622E0
1.867076257E1,4.871757507E0,-1.846831799E0,-2.075100422E0,5.608105800E0
1.867322618E1,4.732682228E0,-1.843303442E0,-2.038693428E0,5.472871234E0
1.867568742E1,4.590505600E0,-1.760807633E0,-2.054342747E0,5.328556025E0
1.867815103E1,4.434123516E0,-1.691764832E0,-2.083925724E0,5.183267890E0
1.868061226E1,4.289918423E0,-1.594840527E0,-2.164207935E0,5.062678379E0
